"","Group","transcript","Start","Stop","Strand","ENSGACG","ENSGACT","OnLG","LG.roman","LG"
"21569","groupXIV","transcript",7393362,7402505,"-","ENSGACG00000017348","ENSGACT00000022967",TRUE,"XIV",14
"21570","groupXIV","transcript",7393400,7401799,"-","ENSGACG00000017348","ENSGACT00000022969",TRUE,"XIV",14
"21571","groupXIV","transcript",7402718,7415170,"+","ENSGACG00000017355","ENSGACT00000022975",TRUE,"XIV",14
"21572","groupXIV","transcript",7422416,7423357,"-","ENSGACG00000017359","ENSGACT00000022977",TRUE,"XIV",14
"21573","groupXIV","transcript",7425305,7428114,"-","ENSGACG00000017360","ENSGACT00000022982",TRUE,"XIV",14
"21574","groupXIV","transcript",7431167,7438670,"+","ENSGACG00000017363","ENSGACT00000022984",TRUE,"XIV",14
"21575","groupXIV","transcript",7439765,7441014,"+","ENSGACG00000017364","ENSGACT00000022985",TRUE,"XIV",14
"21576","groupXIV","transcript",7442750,7455890,"-","ENSGACG00000017365","ENSGACT00000022989",TRUE,"XIV",14
"21577","groupXIV","transcript",7462347,7463912,"+","ENSGACG00000017368","ENSGACT00000022991",TRUE,"XIV",14
"21578","groupXIV","transcript",7471089,7476157,"+","ENSGACG00000017369","ENSGACT00000022992",TRUE,"XIV",14
"21579","groupXIV","transcript",7472075,7480984,"+","ENSGACG00000017369","ENSGACT00000022993",TRUE,"XIV",14
"21580","groupXIV","transcript",7492510,7532311,"+","ENSGACG00000017370","ENSGACT00000023004",TRUE,"XIV",14
"21581","groupXIV","transcript",7512177,7513202,"+","ENSGACG00000017376","ENSGACT00000023007",TRUE,"XIV",14
"21582","groupXIV","transcript",7546441,7561698,"-","ENSGACG00000017377","ENSGACT00000023015",TRUE,"XIV",14
"21583","groupXIV","transcript",7546441,7556754,"-","ENSGACG00000017377","ENSGACT00000023017",TRUE,"XIV",14
"21584","groupXIV","transcript",7651922,7659770,"+","ENSGACG00000017388","ENSGACT00000023019",TRUE,"XIV",14
"21585","groupXIV","transcript",7665108,7673135,"+","ENSGACG00000017389","ENSGACT00000023022",TRUE,"XIV",14
"21586","groupXIV","transcript",7685618,7691879,"+","ENSGACG00000017392","ENSGACT00000023027",TRUE,"XIV",14
"21587","groupXIV","transcript",7696243,7721371,"+","ENSGACG00000017396","ENSGACT00000023037",TRUE,"XIV",14
"21588","groupXIV","transcript",7696243,7720958,"+","ENSGACG00000017396","ENSGACT00000023039",TRUE,"XIV",14
"21589","groupXIV","transcript",7722820,7731924,"-","ENSGACG00000017404","ENSGACT00000023042",TRUE,"XIV",14
"21590","groupXIV","transcript",7749442,7751978,"+","ENSGACG00000017407","ENSGACT00000023044",TRUE,"XIV",14
"21591","groupXIV","transcript",7765022,7773286,"+","ENSGACG00000017409","ENSGACT00000023059",TRUE,"XIV",14
"21592","groupXIV","transcript",7778802,7779871,"+","ENSGACG00000017420","ENSGACT00000023062",TRUE,"XIV",14
"21593","groupXIV","transcript",7780909,7787033,"+","ENSGACG00000017422","ENSGACT00000023076",TRUE,"XIV",14
"21594","groupXIV","transcript",7783556,7786998,"+","ENSGACG00000017422","ENSGACT00000023081",TRUE,"XIV",14
"21595","groupXIV","transcript",7783684,7787080,"+","ENSGACG00000017422","ENSGACT00000023088",TRUE,"XIV",14
"21596","groupXIV","transcript",7791825,7798389,"+","ENSGACG00000017442","ENSGACT00000023093",TRUE,"XIV",14
"21597","groupXIV","transcript",7824953,7825753,"+","ENSGACG00000017447","ENSGACT00000023095",TRUE,"XIV",14
"21598","groupXIV","transcript",7839414,7841390,"+","ENSGACG00000017449","ENSGACT00000023097",TRUE,"XIV",14
"21599","groupXIV","transcript",7839583,7841439,"+","ENSGACG00000017449","ENSGACT00000023102",TRUE,"XIV",14
"21600","groupXIV","transcript",7842403,7845250,"-","ENSGACG00000017452","ENSGACT00000023105",TRUE,"XIV",14
"21601","groupXIV","transcript",7923721,7929533,"+","ENSGACG00000017455","ENSGACT00000023112",TRUE,"XIV",14
"21602","groupXIV","transcript",7934731,7938753,"-","ENSGACG00000017460","ENSGACT00000023129",TRUE,"XIV",14
"21603","groupXIV","transcript",7939259,7945978,"+","ENSGACG00000017474","ENSGACT00000023140",TRUE,"XIV",14
"21604","groupXIV","transcript",7945972,7950294,"-","ENSGACG00000017484","ENSGACT00000023148",TRUE,"XIV",14
"21605","groupXIV","transcript",7946003,7950292,"-","ENSGACG00000017484","ENSGACT00000023153",TRUE,"XIV",14
"21606","groupXIV","transcript",7946004,7950502,"-","ENSGACG00000017484","ENSGACT00000023157",TRUE,"XIV",14
"21607","groupXIV","transcript",7953577,7960388,"+","ENSGACG00000017495","ENSGACT00000023162",TRUE,"XIV",14
"21608","groupXIV","transcript",7970406,7978673,"+","ENSGACG00000017499","ENSGACT00000023166",TRUE,"XIV",14
"21609","groupXIV","transcript",7983592,7986041,"+","ENSGACG00000017503","ENSGACT00000023168",TRUE,"XIV",14
"21610","groupXIV","transcript",7983827,7986041,"+","ENSGACG00000017503","ENSGACT00000023169",TRUE,"XIV",14
"21611","groupXIV","transcript",7987910,7988971,"-","ENSGACG00000017505","ENSGACT00000023171",TRUE,"XIV",14
"21612","groupXIV","transcript",7995599,7998537,"+","ENSGACG00000017507","ENSGACT00000023183",TRUE,"XIV",14
"21613","groupXIV","transcript",8002169,8015895,"+","ENSGACG00000017517","ENSGACT00000023195",TRUE,"XIV",14
"21614","groupXIV","transcript",8031973,8058733,"+","ENSGACG00000017525","ENSGACT00000023200",TRUE,"XIV",14
"21615","groupXIV","transcript",8068315,8077041,"-","ENSGACG00000017528","ENSGACT00000023206",TRUE,"XIV",14
"21616","groupXIV","transcript",8069748,8077023,"-","ENSGACG00000017528","ENSGACT00000023205",TRUE,"XIV",14
"21617","groupXIV","transcript",8084958,8086053,"-","ENSGACG00000017533","ENSGACT00000023208",TRUE,"XIV",14
"21618","groupXIV","transcript",8089235,8092718,"-","ENSGACG00000017534","ENSGACT00000023212",TRUE,"XIV",14
"21619","groupXIV","transcript",8099548,8156144,"-","ENSGACG00000017537","ENSGACT00000023218",TRUE,"XIV",14
"21620","groupXIV","transcript",8160805,8178300,"-","ENSGACG00000017543","ENSGACT00000023252",TRUE,"XIV",14
"21621","groupXIV","transcript",8160805,8178300,"-","ENSGACG00000017543","ENSGACT00000023254",TRUE,"XIV",14
"21622","groupXIV","transcript",8181302,8183633,"+","ENSGACG00000017566","ENSGACT00000023262",TRUE,"XIV",14
"21623","groupXIV","transcript",8181377,8183609,"+","ENSGACG00000017566","ENSGACT00000023267",TRUE,"XIV",14
"21624","groupXIV","transcript",8181947,8183468,"+","ENSGACG00000017566","ENSGACT00000023271",TRUE,"XIV",14
"21625","groupXIV","transcript",8184435,8188344,"+","ENSGACG00000017577","ENSGACT00000023281",TRUE,"XIV",14
"21626","groupXIV","transcript",8184448,8188396,"+","ENSGACG00000017577","ENSGACT00000023284",TRUE,"XIV",14
"21627","groupXIV","transcript",8224105,8236955,"+","ENSGACG00000017586","ENSGACT00000023293",TRUE,"XIV",14
"21628","groupXIV","transcript",8251312,8269299,"+","ENSGACG00000017593","ENSGACT00000023299",TRUE,"XIV",14
"21629","groupXIV","transcript",8297103,8367291,"-","ENSGACG00000017598","ENSGACT00000023302",TRUE,"XIV",14
"21630","groupXIV","transcript",8429765,8432397,"+","ENSGACG00000017602","ENSGACT00000023315",TRUE,"XIV",14
"21631","groupXIV","transcript",8433076,8435958,"-","ENSGACG00000017611","ENSGACT00000023323",TRUE,"XIV",14
"21632","groupXIV","transcript",8436219,8438609,"-","ENSGACG00000017617","ENSGACT00000023332",TRUE,"XIV",14
"21633","groupXIV","transcript",8438713,8442367,"+","ENSGACG00000017624","ENSGACT00000023342",TRUE,"XIV",14
"21634","groupXIV","transcript",8439657,8441791,"+","ENSGACG00000017624","ENSGACT00000023347",TRUE,"XIV",14
"21635","groupXIV","transcript",8440207,8441999,"+","ENSGACG00000017624","ENSGACT00000023352",TRUE,"XIV",14
"21636","groupXIV","transcript",8444181,8459950,"+","ENSGACG00000017640","ENSGACT00000023362",TRUE,"XIV",14
"21637","groupXIV","transcript",8444190,8458638,"+","ENSGACG00000017640","ENSGACT00000023363",TRUE,"XIV",14
"21638","groupXIV","transcript",8597952,8633437,"+","ENSGACG00000017647","ENSGACT00000023373",TRUE,"XIV",14
"21639","groupXIV","transcript",8597955,8633017,"+","ENSGACG00000017647","ENSGACT00000023380",TRUE,"XIV",14
"21640","groupXIV","transcript",8693112,8714643,"+","ENSGACG00000017659","ENSGACT00000023381",TRUE,"XIV",14
"21641","groupXIV","transcript",8724235,8737828,"+","ENSGACG00000017660","ENSGACT00000023390",TRUE,"XIV",14
"21642","groupXIV","transcript",8741220,8742908,"+","ENSGACG00000017668","ENSGACT00000023392",TRUE,"XIV",14
"21643","groupXIV","transcript",8748623,8753538,"+","ENSGACG00000017670","ENSGACT00000023396",TRUE,"XIV",14
"21644","groupXIV","transcript",8768670,8815200,"-","ENSGACG00000017673","ENSGACT00000023403",TRUE,"XIV",14
"21645","groupXIV","transcript",8907355,8911332,"+","ENSGACG00000017680","ENSGACT00000023407",TRUE,"XIV",14
"21646","groupXIV","transcript",8907417,8911329,"+","ENSGACG00000017680","ENSGACT00000023409",TRUE,"XIV",14
"21647","groupXIV","transcript",8907910,8911331,"+","ENSGACG00000017680","ENSGACT00000023410",TRUE,"XIV",14
"21648","groupXIV","transcript",8908239,8911329,"+","ENSGACG00000017680","ENSGACT00000023411",TRUE,"XIV",14
"21649","groupXIV","transcript",8912217,8913964,"-","ENSGACG00000017684","ENSGACT00000023418",TRUE,"XIV",14
"21650","groupXIV","transcript",8929320,8932047,"+","ENSGACG00000017687","ENSGACT00000023422",TRUE,"XIV",14
"21651","groupXIV","transcript",8929389,8931996,"+","ENSGACG00000017687","ENSGACT00000023427",TRUE,"XIV",14
"21652","groupXIV","transcript",8935776,8950786,"-","ENSGACG00000017695","ENSGACT00000023430",TRUE,"XIV",14
"21653","groupXIV","transcript",8938044,8941065,"-","ENSGACG00000017695","ENSGACT00000023433",TRUE,"XIV",14
"21654","groupXIV","transcript",8947896,8950786,"-","ENSGACG00000017695","ENSGACT00000023434",TRUE,"XIV",14
"21655","groupXIV","transcript",8996130,9029956,"+","ENSGACG00000017699","ENSGACT00000023448",TRUE,"XIV",14
"21656","groupXIV","transcript",9007603,9025682,"+","ENSGACG00000017699","ENSGACT00000023450",TRUE,"XIV",14
"21657","groupXIV","transcript",8999346,9000562,"+","ENSGACG00000017709","ENSGACT00000023452",TRUE,"XIV",14
"21658","groupXIV","transcript",9037544,9038525,"+","ENSGACG00000017711","ENSGACT00000023453",TRUE,"XIV",14
"21659","groupXIV","transcript",9038953,9040425,"-","ENSGACG00000017712","ENSGACT00000023455",TRUE,"XIV",14
"21660","groupXIV","transcript",9047902,9058025,"+","ENSGACG00000017714","ENSGACT00000023462",TRUE,"XIV",14
"21661","groupXIV","transcript",9060540,9061626,"+","ENSGACG00000017721","ENSGACT00000023463",TRUE,"XIV",14
"21662","groupXIV","transcript",9062059,9065180,"+","ENSGACG00000017722","ENSGACT00000023466",TRUE,"XIV",14
"21663","groupXIV","transcript",9068437,9069945,"+","ENSGACG00000017725","ENSGACT00000023468",TRUE,"XIV",14
"21664","groupXIV","transcript",9073859,9074698,"-","ENSGACG00000017727","ENSGACT00000023470",TRUE,"XIV",14
"21665","groupXIV","transcript",9078983,9124850,"+","ENSGACG00000017729","ENSGACT00000023481",TRUE,"XIV",14
"21666","groupXIV","transcript",9134175,9139590,"-","ENSGACG00000017739","ENSGACT00000023484",TRUE,"XIV",14
"21667","groupXIV","transcript",9183685,9187036,"+","ENSGACG00000017742","ENSGACT00000023488",TRUE,"XIV",14
"21668","groupXIV","transcript",9183685,9186955,"+","ENSGACG00000017742","ENSGACT00000023489",TRUE,"XIV",14
"21669","groupXIV","transcript",9211706,9215192,"+","ENSGACG00000017745","ENSGACT00000023495",TRUE,"XIV",14
"21670","groupXIV","transcript",9218003,9222214,"-","ENSGACG00000017750","ENSGACT00000023503",TRUE,"XIV",14
"21671","groupXIV","transcript",9218317,9222215,"-","ENSGACG00000017750","ENSGACT00000023505",TRUE,"XIV",14
"21672","groupXIV","transcript",9224208,9232624,"+","ENSGACG00000017757","ENSGACT00000023531",TRUE,"XIV",14
"21673","groupXIV","transcript",9234280,9239810,"-","ENSGACG00000017774","ENSGACT00000023534",TRUE,"XIV",14
"21674","groupXIV","transcript",9258430,9274209,"+","ENSGACG00000017776","ENSGACT00000023539",TRUE,"XIV",14
"21675","groupXIV","transcript",9277865,9283829,"-","ENSGACG00000017780","ENSGACT00000023543",TRUE,"XIV",14
"21676","groupXIV","transcript",9291990,9298277,"+","ENSGACG00000017783","ENSGACT00000023547",TRUE,"XIV",14
"21677","groupXIV","transcript",9302709,9306922,"-","ENSGACG00000017786","ENSGACT00000023553",TRUE,"XIV",14
"21678","groupXIV","transcript",9302709,9306820,"-","ENSGACG00000017786","ENSGACT00000023555",TRUE,"XIV",14
"21679","groupXIV","transcript",9332963,9357146,"-","ENSGACG00000017791","ENSGACT00000023557",TRUE,"XIV",14
"21680","groupXIV","transcript",9381666,9412172,"+","ENSGACG00000017793","ENSGACT00000023571",TRUE,"XIV",14
"21681","groupXIV","transcript",9416352,9445562,"-","ENSGACG00000017805","ENSGACT00000023575",TRUE,"XIV",14
"21682","groupXIV","transcript",9551603,9594576,"+","ENSGACG00000017807","ENSGACT00000023581",TRUE,"XIV",14
"21683","groupXIV","transcript",9612077,9616326,"+","ENSGACG00000017813","ENSGACT00000023584",TRUE,"XIV",14
"21684","groupXIV","transcript",9615641,9616279,"-","ENSGACG00000017815","ENSGACT00000023586",TRUE,"XIV",14
"21685","groupXIV","transcript",9618934,9620195,"-","ENSGACG00000017817","ENSGACT00000023589",TRUE,"XIV",14
"21686","groupXIV","transcript",9623871,9632165,"+","ENSGACG00000017820","ENSGACT00000023591",TRUE,"XIV",14
"21687","groupXIV","transcript",9715381,9721293,"+","ENSGACG00000017822","ENSGACT00000023595",TRUE,"XIV",14
"21688","groupXIV","transcript",9724959,9732948,"+","ENSGACG00000017824","ENSGACT00000023605",TRUE,"XIV",14
"21689","groupXIV","transcript",9732816,9739850,"-","ENSGACG00000017829","ENSGACT00000023609",TRUE,"XIV",14
"21690","groupXIV","transcript",9742648,9744002,"-","ENSGACG00000017833","ENSGACT00000023615",TRUE,"XIV",14
"21691","groupXIV","transcript",9742732,9744938,"-","ENSGACG00000017833","ENSGACT00000023617",TRUE,"XIV",14
"21692","groupXIV","transcript",9744411,9763505,"+","ENSGACG00000017839","ENSGACT00000023641",TRUE,"XIV",14
"21693","groupXIV","transcript",9744900,9763497,"+","ENSGACG00000017839","ENSGACT00000023643",TRUE,"XIV",14
"21694","groupXIV","transcript",9970521,10119925,"+","ENSGACG00000017859","ENSGACT00000023646",TRUE,"XIV",14
"21695","groupXIV","transcript",10070505,10134901,"+","ENSGACG00000017859","ENSGACT00000023647",TRUE,"XIV",14
"21696","groupXIV","transcript",10011544,10012551,"-","ENSGACG00000017862","ENSGACT00000023649",TRUE,"XIV",14
"21697","groupXIV","transcript",10011922,10012692,"-","ENSGACG00000017862","ENSGACT00000023650",TRUE,"XIV",14
"21698","groupXIV","transcript",10141220,10144569,"+","ENSGACG00000017864","ENSGACT00000023652",TRUE,"XIV",14
"21699","groupXIV","transcript",10142183,10143556,"+","ENSGACG00000017864","ENSGACT00000023654",TRUE,"XIV",14
"21700","groupXIV","transcript",10149089,10154138,"-","ENSGACG00000017867","ENSGACT00000023660",TRUE,"XIV",14
"21701","groupXIV","transcript",10187925,10188771,"+","ENSGACG00000017873","ENSGACT00000023662",TRUE,"XIV",14
"21702","groupXIV","transcript",10191254,10192324,"-","ENSGACG00000017875","ENSGACT00000023663",TRUE,"XIV",14
"21703","groupXIV","transcript",10204067,10210659,"-","ENSGACG00000017876","ENSGACT00000023666",TRUE,"XIV",14
"21704","groupXIV","transcript",10212476,10220709,"+","ENSGACG00000017878","ENSGACT00000023674",TRUE,"XIV",14
"21705","groupXIV","transcript",10220630,10225588,"-","ENSGACG00000017884","ENSGACT00000023677",TRUE,"XIV",14
"21706","groupXIV","transcript",10227780,10257484,"-","ENSGACG00000017886","ENSGACT00000023682",TRUE,"XIV",14
"21707","groupXIV","transcript",10263115,10267749,"-","ENSGACG00000017890","ENSGACT00000023685",TRUE,"XIV",14
"21708","groupXIV","transcript",10298885,10303812,"+","ENSGACG00000017894","ENSGACT00000023689",TRUE,"XIV",14
"21709","groupXIV","transcript",10346729,10347602,"+","ENSGACG00000017897","ENSGACT00000023691",TRUE,"XIV",14
"21710","groupXIV","transcript",10358324,10363577,"+","ENSGACG00000017899","ENSGACT00000023694",TRUE,"XIV",14
"21711","groupXIV","transcript",10365018,10368132,"+","ENSGACG00000017902","ENSGACT00000023698",TRUE,"XIV",14
"21712","groupXIV","transcript",10365019,10368129,"+","ENSGACG00000017902","ENSGACT00000023702",TRUE,"XIV",14
"21713","groupXIV","transcript",10371247,10378828,"+","ENSGACG00000017908","ENSGACT00000023712",TRUE,"XIV",14
"21714","groupXIV","transcript",10375218,10378853,"+","ENSGACG00000017908","ENSGACT00000023713",TRUE,"XIV",14
"21715","groupXIV","transcript",10379024,10386421,"-","ENSGACG00000017918","ENSGACT00000023721",TRUE,"XIV",14
"21716","groupXIV","transcript",10388550,10398180,"+","ENSGACG00000017924","ENSGACT00000023732",TRUE,"XIV",14
"21717","groupXIV","transcript",10394537,10398180,"+","ENSGACG00000017924","ENSGACT00000023735",TRUE,"XIV",14
"21718","groupXIV","transcript",10402935,10407816,"+","ENSGACG00000017933","ENSGACT00000023738",TRUE,"XIV",14
"21719","groupXIV","transcript",10409783,10411293,"+","ENSGACG00000017937","ENSGACT00000023740",TRUE,"XIV",14
"21720","groupXIV","transcript",10412958,10414054,"-","ENSGACG00000017938","ENSGACT00000023745",TRUE,"XIV",14
"21721","groupXIV","transcript",10417274,10417983,"+","ENSGACG00000017943","ENSGACT00000023753",TRUE,"XIV",14
"21722","groupXIV","transcript",10463315,10468334,"-","ENSGACG00000017948","ENSGACT00000023754",TRUE,"XIV",14
"21723","groupXIV","transcript",10499275,10500338,"-","ENSGACG00000017949","ENSGACT00000023755",TRUE,"XIV",14
"21724","groupXIV","transcript",10598744,10600987,"-","ENSGACG00000017950","ENSGACT00000023756",TRUE,"XIV",14
"21725","groupXIV","transcript",10602216,10603879,"+","ENSGACG00000017951","ENSGACT00000023758",TRUE,"XIV",14
"21726","groupXIV","transcript",10609220,10618443,"+","ENSGACG00000017952","ENSGACT00000023760",TRUE,"XIV",14
"21727","groupXIV","transcript",10620808,10638269,"+","ENSGACG00000017956","ENSGACT00000023776",TRUE,"XIV",14
"21728","groupXIV","transcript",10634044,10644902,"+","ENSGACG00000017956","ENSGACT00000023772",TRUE,"XIV",14
"21729","groupXIV","transcript",10657661,10661371,"-","ENSGACG00000017968","ENSGACT00000023778",TRUE,"XIV",14
"21730","groupXIV","transcript",10665556,10674150,"+","ENSGACG00000017970","ENSGACT00000023780",TRUE,"XIV",14
"21731","groupXIV","transcript",10675945,10681978,"-","ENSGACG00000017973","ENSGACT00000023801",TRUE,"XIV",14
"21732","groupXIV","transcript",10675970,10681980,"-","ENSGACG00000017973","ENSGACT00000023806",TRUE,"XIV",14
"21733","groupXIV","transcript",10682406,10687202,"-","ENSGACG00000017986","ENSGACT00000023840",TRUE,"XIV",14
"21734","groupXIV","transcript",10689883,10694722,"-","ENSGACG00000018010","ENSGACT00000023842",TRUE,"XIV",14
"21735","groupXIV","transcript",10700890,10705771,"-","ENSGACG00000018012","ENSGACT00000023844",TRUE,"XIV",14
"21736","groupXIV","transcript",10707199,10710214,"+","ENSGACG00000018014","ENSGACT00000023847",TRUE,"XIV",14
"21737","groupXIV","transcript",10707505,10710238,"+","ENSGACG00000018014","ENSGACT00000023849",TRUE,"XIV",14
"21738","groupXIV","transcript",10722931,10723311,"-","ENSGACG00000018017","ENSGACT00000023850",TRUE,"XIV",14
"21739","groupXIV","transcript",10737305,10780030,"-","ENSGACG00000018018","ENSGACT00000023853",TRUE,"XIV",14
"21740","groupXIV","transcript",10781663,10786716,"-","ENSGACG00000018021","ENSGACT00000023897",TRUE,"XIV",14
"21741","groupXIV","transcript",10781694,10786748,"-","ENSGACG00000018021","ENSGACT00000023899",TRUE,"XIV",14
"21742","groupXIV","transcript",10787075,10789233,"+","ENSGACG00000018057","ENSGACT00000023901",TRUE,"XIV",14
"21743","groupXIV","transcript",10791747,10808279,"+","ENSGACG00000018059","ENSGACT00000023905",TRUE,"XIV",14
"21744","groupXIV","transcript",10810994,10813346,"-","ENSGACG00000018061","ENSGACT00000023907",TRUE,"XIV",14
"21745","groupXIV","transcript",10811290,10813346,"-","ENSGACG00000018061","ENSGACT00000023909",TRUE,"XIV",14
"21746","groupXIV","transcript",10826287,10835393,"+","ENSGACG00000018063","ENSGACT00000023913",TRUE,"XIV",14
"21747","groupXIV","transcript",10842498,10843277,"-","ENSGACG00000018068","ENSGACT00000023916",TRUE,"XIV",14
"21748","groupXIV","transcript",10846414,10962100,"+","ENSGACG00000018069","ENSGACT00000023918",TRUE,"XIV",14
"21749","groupXIV","transcript",11006391,11036535,"+","ENSGACG00000018073","ENSGACT00000023924",TRUE,"XIV",14
"21750","groupXIV","transcript",11039700,11051301,"+","ENSGACG00000018078","ENSGACT00000023926",TRUE,"XIV",14
"21751","groupXIV","transcript",11040962,11051304,"+","ENSGACG00000018078","ENSGACT00000023930",TRUE,"XIV",14
"21752","groupXIV","transcript",11064738,11154619,"+","ENSGACG00000018082","ENSGACT00000023932",TRUE,"XIV",14
"21753","groupXIV","transcript",11173283,11175281,"+","ENSGACG00000018084","ENSGACT00000023937",TRUE,"XIV",14
"21754","groupXIV","transcript",11177748,11203814,"-","ENSGACG00000018087","ENSGACT00000023945",TRUE,"XIV",14
"21755","groupXIV","transcript",11177760,11203838,"-","ENSGACG00000018087","ENSGACT00000023946",TRUE,"XIV",14
"21756","groupXIV","transcript",11204875,11223719,"+","ENSGACG00000018094","ENSGACT00000023948",TRUE,"XIV",14
"21757","groupXIV","transcript",11226353,11237449,"-","ENSGACG00000018095","ENSGACT00000023951",TRUE,"XIV",14
"21758","groupXIV","transcript",11226543,11237635,"-","ENSGACG00000018095","ENSGACT00000023953",TRUE,"XIV",14
"21759","groupXIV","transcript",11232412,11233543,"+","ENSGACG00000018099","ENSGACT00000023954",TRUE,"XIV",14
"21760","groupXIV","transcript",11239906,11250382,"-","ENSGACG00000018100","ENSGACT00000023961",TRUE,"XIV",14
"21761","groupXIV","transcript",11265128,11269636,"-","ENSGACG00000018106","ENSGACT00000023967",TRUE,"XIV",14
"21762","groupXIV","transcript",11265896,11270449,"-","ENSGACG00000018106","ENSGACT00000023970",TRUE,"XIV",14
"21763","groupXIV","transcript",11266255,11270448,"-","ENSGACG00000018106","ENSGACT00000023972",TRUE,"XIV",14
"21764","groupXIV","transcript",11266287,11270263,"-","ENSGACG00000018106","ENSGACT00000023976",TRUE,"XIV",14
"21765","groupXIV","transcript",11278595,11287976,"-","ENSGACG00000018113","ENSGACT00000023980",TRUE,"XIV",14
"21766","groupXIV","transcript",11289169,11291245,"-","ENSGACG00000018117","ENSGACT00000023983",TRUE,"XIV",14
"21767","groupXIV","transcript",11292289,11299981,"-","ENSGACG00000018118","ENSGACT00000023986",TRUE,"XIV",14
"21768","groupXIV","transcript",11292840,11299701,"-","ENSGACG00000018118","ENSGACT00000023987",TRUE,"XIV",14
"21769","groupXIV","transcript",11304434,11333562,"-","ENSGACG00000018121","ENSGACT00000023995",TRUE,"XIV",14
"21770","groupXIV","transcript",11304434,11333546,"-","ENSGACG00000018121","ENSGACT00000023996",TRUE,"XIV",14
"21771","groupXIV","transcript",11343325,11350025,"-","ENSGACG00000018125","ENSGACT00000023999",TRUE,"XIV",14
"21772","groupXIV","transcript",11351075,11354385,"-","ENSGACG00000018127","ENSGACT00000024002",TRUE,"XIV",14
"21773","groupXIV","transcript",11357377,11361607,"-","ENSGACG00000018130","ENSGACT00000024004",TRUE,"XIV",14
"21774","groupXIV","transcript",11362836,11369383,"-","ENSGACG00000018132","ENSGACT00000024006",TRUE,"XIV",14
"21775","groupXIV","transcript",11375983,11378273,"-","ENSGACG00000018134","ENSGACT00000024009",TRUE,"XIV",14
"21776","groupXIV","transcript",11383328,11397058,"+","ENSGACG00000018136","ENSGACT00000024014",TRUE,"XIV",14
"21777","groupXIV","transcript",11395908,11397058,"+","ENSGACG00000018136","ENSGACT00000024016",TRUE,"XIV",14
"21778","groupXIV","transcript",11436106,11442112,"-","ENSGACG00000018142","ENSGACT00000024019",TRUE,"XIV",14
"21779","groupXIV","transcript",11471663,11476209,"-","ENSGACG00000018145","ENSGACT00000024021",TRUE,"XIV",14
"21780","groupXIV","transcript",11510570,11516686,"+","ENSGACG00000018146","ENSGACT00000024025",TRUE,"XIV",14
"21781","groupXIV","transcript",11518320,11527676,"-","ENSGACG00000018150","ENSGACT00000024030",TRUE,"XIV",14
"21782","groupXIV","transcript",11518660,11525158,"-","ENSGACG00000018150","ENSGACT00000024032",TRUE,"XIV",14
"21783","groupXIV","transcript",11519362,11532682,"-","ENSGACG00000018150","ENSGACT00000024035",TRUE,"XIV",14
"21784","groupXIV","transcript",11544745,11552487,"+","ENSGACG00000018156","ENSGACT00000024043",TRUE,"XIV",14
"21785","groupXIV","transcript",11544760,11552499,"+","ENSGACG00000018156","ENSGACT00000024045",TRUE,"XIV",14
"21786","groupXIV","transcript",11554436,11560787,"+","ENSGACG00000018162","ENSGACT00000024049",TRUE,"XIV",14
"21787","groupXIV","transcript",11572613,11587526,"+","ENSGACG00000018166","ENSGACT00000024056",TRUE,"XIV",14
"21788","groupXIV","transcript",11597815,11602791,"-","ENSGACG00000018172","ENSGACT00000024058",TRUE,"XIV",14
"21789","groupXIV","transcript",11616769,11622787,"+","ENSGACG00000018173","ENSGACT00000024059",TRUE,"XIV",14
"21790","groupXIV","transcript",11642479,11658752,"+","ENSGACG00000018174","ENSGACT00000024061",TRUE,"XIV",14
"21791","groupXIV","transcript",11759031,11775337,"+","ENSGACG00000018176","ENSGACT00000024062",TRUE,"XIV",14
"21792","groupXIV","transcript",11800034,11835306,"-","ENSGACG00000018177","ENSGACT00000024064",TRUE,"XIV",14
"21793","groupXIV","transcript",11800064,11835330,"-","ENSGACG00000018177","ENSGACT00000024065",TRUE,"XIV",14
"21794","groupXIV","transcript",11850201,11893984,"-","ENSGACG00000018179","ENSGACT00000024066",TRUE,"XIV",14
"21795","groupXIV","transcript",12011314,12017087,"-","ENSGACG00000018180","ENSGACT00000024069",TRUE,"XIV",14
"21796","groupXIV","transcript",12014193,12017072,"-","ENSGACG00000018180","ENSGACT00000024070",TRUE,"XIV",14
"21797","groupXIV","transcript",12018544,12022595,"+","ENSGACG00000018182","ENSGACT00000024083",TRUE,"XIV",14
"21798","groupXIV","transcript",12019674,12022995,"+","ENSGACG00000018182","ENSGACT00000024085",TRUE,"XIV",14
"21799","groupXIV","transcript",12026280,12052674,"-","ENSGACG00000018189","ENSGACT00000024090",TRUE,"XIV",14
"21800","groupXIV","transcript",12454436,12456716,"+","ENSGACG00000018192","ENSGACT00000024092",TRUE,"XIV",14
"21801","groupXIV","transcript",12455020,12456716,"+","ENSGACG00000018192","ENSGACT00000024093",TRUE,"XIV",14
"21802","groupXIV","transcript",12517443,12602719,"-","ENSGACG00000018194","ENSGACT00000024094",TRUE,"XIV",14
"21803","groupXIV","transcript",12683587,12684580,"+","ENSGACG00000018195","ENSGACT00000024095",TRUE,"XIV",14
"21804","groupXIV","transcript",12695563,12696332,"-","ENSGACG00000018196","ENSGACT00000024099",TRUE,"XIV",14
